Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH4876805408,1609,MW-MC,POE,Samantha,,2020-09-12,AEFI,Bridges,Maria,1980-11-21,IT,Passport,IT695532,MW-MZ,Rural,Female,technician,P.O.Box 89185 MW-LK,School,,Mario,2020-09-04,Covid-19,AstraZeneca,2,2020-09-12,2020-08-31,Indigenous,2020-08-25,Confirmed,Hospital,2020-08-18,No,N/A,Abdominal pain,Asthma,No,Richard Duke,2020-09-12,2020-09-12,Saliva,Adequate,2020-09-12,Antigen POC tests,Molecular Labs,Negative,2020-09-13,2020-09-13,2020-09-16,Dead,Compatible
MOH4752436714,2718,MW-DO,IPD,Robert,+265(0)882436041,2020-09-18,SARS/MERS/COVID,Ortega,Karen,1950-10-12,IE,NID,IE483022,MW-BA,Urban,Female,lecturer,P.O.Box 09668 MW-DE,Market,+265(0)999193417,Zachary,2020-09-09,Covid-19,Johnson & Johnson,1,2020-09-18,2020-08-24,Indigenous,2020-09-09,Confirmed,School,2020-08-21,Yes,First,Abdominal pain,HIV,Yes,Douglas Perez MD,2020-09-18,2020-09-19,Saliva,Not Adequate,2020-09-20,Antigen POC tests,Molecular Labs,Negative,2020-09-21,2020-09-21,2020-09-22,TO,Lost
MOH4391456357,531,MW-DO,POE,Julie,,2020-11-08,Unexplained cluster,Watkins,Laura,1995-03-28,EG,NID,EG872491,MW-MZ,Rural,Female,banker,P.O.Box 35758 MW-KR,Market,+265(0)995831054,Annette,2020-11-07,None,N/A,0,2020-11-08,2020-11-02,International,2020-11-04,No,School,2020-10-30,Yes,Third,Other,Hypertension,No,James Acevedo,2020-11-08,2020-11-08,Blood,Adequate,2020-11-09,Antigen POC tests,Molecular Labs,Negative,2020-11-10,2020-11-10,2020-11-11,Lost,Probable
MOH9030294181,2719,MW-RU,POE,Yolanda,,2020-07-10,SARS/MERS/COVID,Jimenez,Terry,1930-04-23,CF,Passport,CF462720,MW-KS,Urban,Male,Engineer,P.O.Box 91786 MW-MU,School,+265(0)886003676,Michael,2020-07-03,Covid-19,AstraZeneca,2,2020-07-10,2020-06-23,Indigenous,2020-06-13,Suspected,Hospital,2020-06-20,N/A,N/A,Nausea,Cardiovascular Dz,No,Paul Hampton,2020-07-10,2020-07-10,OP swab,Not Adequate,2020-07-12,PCR,Molecular Labs,Positive,2020-07-13,2020-07-13,2020-07-15,Alive,Compatible
MOH1511347306,2710,MW-MH,IPD,Krista,+265(0)881325681,2020-05-15,SARS/MERS/COVID,Smith,Laura,1960-11-02,MZ,NID,MZ765544,MW-NI,Rural,Female,blank,P.O.Box 60064 MW-MC,School,,Melissa,2020-05-11,None,N/A,0,2020-05-15,2020-05-01,Indigenous,2020-04-30,Confirmed,School,2020-05-05,Yes,Third,Bleeding,Stroke,No,Paul Fritz,2020-05-15,2020-05-16,OP swab,Adequate,2020-05-17,PCR,Mobile testing,Negative,2020-05-17,2020-05-17,2020-05-20,TO,Confirmed
MOH2663611927,1609,MW-MC,IPD,Kelsey,+265(0)995141796,2020-12-10,AEFI,White,Jessica,1926-07-11,DE,Passport,DE630822,MW-MG,Urban,Female,business,P.O.Box 06070 MW-MU,Hospital,,Brian,2020-12-01,None,N/A,0,2020-12-10,2020-11-16,Indigenous,2020-11-24,Suspected,No,2020-11-15,Yes,First,Abdominal pain,HIV,No,Elizabeth Jackson,2020-12-10,2020-12-11,NP swab,Not Adequate,2020-12-12,Antigen POC tests,Molecular Labs,Positive,2020-12-15,2020-12-15,2020-12-15,Lost,Lost
MOH6512922368,2531,MW-NU,POE,Laura,+265(0)998997912,2020-08-02,Unexplained cluster,Vasquez,Abigail,1958-03-27,NL,Passport,NL696356,MW-MU,Urban,Female,accountant,P.O.Box 14882 MW-MC,School,,Edward,2020-07-23,None,N/A,0,2020-08-02,2020-07-23,International,2020-07-06,No,Family,2020-07-03,No,N/A,Muscle ache,Liver Dz,Yes,Cynthia Price,2020-08-02,2020-08-02,NP swab,Adequate,2020-08-04,Antigen POC tests,Molecular Labs,Negative,2020-08-07,2020-08-07,2020-08-10,Dead,Confirmed
MOH1440884433,1336,MW-SA,OPD,Jesus,+265(0)883802661,2020-06-13,SARS/MERS/COVID,Ortega,Henry,1988-02-29,ZM,Passport,ZM249930,MW-NU,Rural,Male,blank,P.O.Box 83240 MW-KR,Church,+265(0)994514192,Kevin,2020-06-04,None,N/A,0,2020-06-13,2020-05-18,Indigenous,2020-05-24,Confirmed,Hospital,2020-05-29,N/A,N/A,Bleeding,COPD,No,Ryan Armstrong,2020-06-13,2020-06-13,Blood,Adequate,2020-06-16,Antigen POC tests,Molecular Labs,Negative,2020-06-16,2020-06-16,2020-06-17,TO,Confirmed
MOH1862095615,505,MW-MH,OPD,Sarah,,2020-11-16,AEFI,Dean,David,1958-06-27,CF,Passport,CF422936,MW-MU,Rural,Male,Engineer,P.O.Box 94622 MW-NB,Market,,Lori,2020-11-13,None,N/A,0,2020-11-16,2020-11-12,International,2020-11-11,No,School,2020-11-13,N/A,N/A,No(Asymptomatic),Stroke,No,Jason Wolfe,2020-11-16,2020-11-17,Blood,Not Adequate,2020-11-18,PCR,Molecular Labs,Positive,2020-11-19,2020-11-19,2020-11-19,Dead,Compatible
MOH8868606365,4078,MW-CT,OPD,Thomas,+265(0)886878186,2020-06-06,AEFI,Livingston,Stephanie,1922-06-06,ZA,Passport,ZA491960,MW-LK,Rural,Female,nurse,P.O.Box 28459 MW-NS,Hospital,+265(0)994336858,Eileen,2020-05-29,Covid-19,Johnson & Johnson,1,2020-06-06,2020-05-29,Indigenous,2020-05-12,No,Work place,2020-05-29,No,N/A,Diarrhea,Liver Dz,No,Justin Bentley,2020-06-06,2020-06-07,OP swab,Not Adequate,2020-06-07,Antigen POC tests,Mobile testing,Negative,2020-06-09,2020-06-09,2020-06-10,Lost,Probable
MOH6428737381,411,MW-KR,IPD,Michael,,2020-09-22,AEFI,Mccann,Taylor,1935-10-07,BI,Passport,BI912420,MW-LI,Urban,Female,business,P.O.Box 85283 MW-RU,Church,,Joanna,2020-09-17,None,N/A,0,2020-09-22,2020-09-09,Indigenous,2020-09-17,No,Family,2020-09-17,No,N/A,Cough,COPD,Yes,Cameron Taylor,2020-09-22,2020-09-22,NP swab,Adequate,2020-09-23,PCR,Mobile testing,Positive,2020-09-24,2020-09-24,2020-09-27,Alive,Compatible
MOH9660818643,1717,MW-KR,POE,Raymond,+265(0)993760057,2020-11-12,SARIs,Wolfe,Sandra,1959-03-21,KE,NID,KE563659,MW-LI,Rural,Female,Engineer,P.O.Box 21593 MW-TH,School,+265(0)884299842,Glenn,2020-11-12,None,N/A,0,2020-11-12,2020-11-10,Indigenous,2020-11-09,Suspected,Work place,2020-10-27,No,N/A,Skin rash,HIV,No,Brittany Vincent,2020-11-12,2020-11-12,NP swab,Not Adequate,2020-11-15,PCR,Mobile testing,Negative,2020-11-16,2020-11-16,2020-11-16,TO,Probable
MOH8325337358,2516,MW-NK,POE,Lori,+265(0)998655613,2021-01-03,Unexplained cluster,Travis,Brooke,1964-06-20,KE,Passport,KE207823,MW-LI,Rural,Female,lawyer,P.O.Box 35195 MW-MH,Church,+265(0)995815430,Anne,2020-12-29,None,N/A,0,2021-01-03,2020-12-14,International,2020-12-12,Suspected,School,2020-12-12,Yes,Second,Other,Cardiovascular Dz,No,Ryan Drake,2021-01-03,2021-01-03,NP swab,Adequate,2021-01-05,PCR,Molecular Labs,Negative,2021-01-07,2021-01-07,2021-01-10,Dead,Lost
MOH7789353578,2605,MW-BL,OPD,John,,2020-11-26,Unexplained cluster,Gentry,Michael,1970-04-26,RW,Passport,RW949971,MW-MH,Urban,Male,lawyer,P.O.Box 30854 MW-PH,Church,,Tina,2020-11-17,Covid-19,AstraZeneca,2,2020-11-26,2020-11-15,Indigenous,2020-10-31,Suspected,Hospital,2020-11-12,N/A,N/A,Diarrhea,Cardiovascular Dz,Yes,Dorothy Page,2020-11-26,2020-11-26,OP swab,Not Adequate,2020-11-28,Antigen POC tests,Mobile testing,Negative,2020-11-29,2020-11-29,2020-12-01,Dead,Compatible
MOH2956232438,1336,MW-LI,POE,David,+265(0)997962661,2020-11-17,Unexplained cluster,Gallagher,Shannon,1974-07-23,NG,Passport,NG176087,MW-ZO,Rural,Female,technician,P.O.Box 24532 MW-MU,Hospital,,Jeffrey,2020-11-17,None,N/A,0,2020-11-17,2020-11-07,International,2020-11-03,No,Hospital,2020-10-30,Yes,Third,Cough,DM,Yes,Steven Browning,2020-11-17,2020-11-17,Saliva,Not Adequate,2020-11-19,PCR,Molecular Labs,Negative,2020-11-19,2020-11-19,2020-11-19,Dead,Lost
MOH3507956075,5039,MW-LK,IPD,Amanda,+265(0)884652827,2020-09-07,SARS/MERS/COVID,George,Amber,1933-05-21,ZA,NID,ZA406597,MW-DO,Urban,Female,business,P.O.Box 36411 MW-NS,Market,,Jo,2020-09-03,None,N/A,0,2020-09-07,2020-08-29,International,2020-08-20,Confirmed,No,2020-08-19,Yes,First,Cough,Hypertension,No,Robert Martinez,2020-09-07,2020-09-08,Blood,Not Adequate,2020-09-09,Antigen POC tests,Molecular Labs,Positive,2020-09-10,2020-09-10,2020-09-10,Alive,Confirmed
MOH4876805408,1609,MW-MC,POE,Samantha,,2020-07-02,SARS/MERS/COVID,Collins,Francisco,1942-02-15,KR,Passport,KR205511,MW-BL,Urban,Male,lecturer,P.O.Box 04288 MW-MU,Church,+265(0)992093217,Cindy,2020-06-26,Covid-19,AstraZeneca,2,2020-07-02,2020-06-26,International,2020-06-06,Confirmed,Family,2020-06-10,N/A,N/A,Abdominal pain,Liver Dz,No,Richard Green,2020-07-02,2020-07-03,OP swab,Adequate,2020-07-06,PCR,Mobile testing,Negative,2020-07-09,2020-07-09,2020-07-09,Dead,Compatible
MOH5573837173,509,MW-CT,OPD,Eddie,+265(0)889007611,2020-12-08,SARIs,Ford,Nicholas,1936-11-19,US,NID,US180709,MW-NK,Urban,Male,teacher,P.O.Box 97858 MW-PH,Market,+265(0)887782250,Brian,2020-12-06,None,N/A,0,2020-12-08,2020-11-28,International,2020-11-18,Suspected,Family,2020-11-27,N/A,N/A,Abdominal pain,Neurological Dz,No,Logan Jones,2020-12-08,2020-12-08,Saliva,Not Adequate,2020-12-10,Antigen POC tests,Molecular Labs,Positive,2020-12-11,2020-12-11,2020-12-11,Lost,Lost
MOH3706302891,201,MW-CK,IPD,Travis,,2020-11-22,SARS/MERS/COVID,Weaver,John,1989-07-26,ZA,Passport,ZA617412,MW-BA,Urban,Male,doctor,P.O.Box 24976 MW-KR,Market,+265(0)887389877,Brenda,2020-11-14,Covid-19,AstraZeneca,2,2020-11-22,2020-11-05,International,2020-11-03,Suspected,Work place,2020-11-01,N/A,N/A,Headache,Stroke,Yes,Cole Martin,2020-11-22,2020-11-22,NP swab,Not Adequate,2020-11-23,PCR,Molecular Labs,Positive,2020-11-25,2020-11-25,2020-11-25,Alive,Probable
MOH9041691803,206,MW-PH,POE,Kendra,,2020-11-28,SARIs,Russell,Courtney,1967-02-17,KE,NID,KE173332,MW-ZO,Urban,Female,minister,P.O.Box 92611 MW-MH,Hospital,,Erica,2020-11-26,None,N/A,0,2020-11-28,2020-11-11,Indigenous,2020-11-10,No,Work place,2020-11-07,No,N/A,Fatigue,Liver Dz,No,Matthew Luna,2020-11-28,2020-11-29,Blood,Not Adequate,2020-12-01,PCR,Mobile testing,Negative,2020-12-02,2020-12-02,2020-12-05,TO,Probable
MOH2101613053,1596,MW-PH,OPD,Jeremiah,+265(0)996328108,2020-08-19,SARIs,Brown,Jay,1998-01-08,PK,NID,PK454473,MW-MZ,Rural,Male,accountant,P.O.Box 15662 MW-NS,Church,+265(0)993015229,Michael,2020-08-12,None,N/A,0,2020-08-19,2020-08-11,International,2020-07-29,Suspected,Work place,2020-07-25,N/A,N/A,No(Asymptomatic),Cancer,Yes,Chad Russell,2020-08-19,2020-08-19,Saliva,Not Adequate,2020-08-20,PCR,Molecular Labs,Positive,2020-08-21,2020-08-21,2020-08-24,Lost,Probable
MOH8939484995,2706,MW-LI,POE,Victoria,,2020-08-25,AEFI,Sandoval,Sarah,1949-07-24,PK,NID,PK216894,MW-DO,Rural,Female,student,P.O.Box 53236 MW-MG,Hospital,+265(0)882756559,Daniel,2020-08-24,Covid-19,AstraZeneca,2,2020-08-25,2020-08-21,Indigenous,2020-08-14,No,Family,2020-08-13,Yes,Second,Fever,Kidney Dz,No,Jennifer Stephens,2020-08-25,2020-08-26,Blood,Not Adequate,2020-08-27,PCR,Mobile testing,Positive,2020-08-29,2020-08-29,2020-08-29,Alive,Compatible
MOH9727716770,3520,MW-NI,IPD,Lisa,,2020-11-08,SARIs,Terrell,Jennifer,1933-03-29,ZM,NID,ZM425102,MW-TH,Urban,Female,Engineer,P.O.Box 29627 MW-DE,School,+265(0)995038150,Adam,2020-10-31,Covid-19,AstraZeneca,2,2020-11-08,2020-10-15,International,2020-10-23,No,School,2020-10-22,No,N/A,Skin rash,TB,Yes,Terry Grant,2020-11-08,2020-11-09,Saliva,Not Adequate,2020-11-10,PCR,Molecular Labs,Negative,2020-11-10,2020-11-10,2020-11-12,Alive,Confirmed
MOH4930664171,3303,MW-BA,OPD,Jacqueline,+265(0)995499828,2020-05-18,SARS/MERS/COVID,Hanson,Brittney,1936-01-19,GR,Passport,GR945703,MW-KR,Urban,Female,lecturer,P.O.Box 45134 MW-MU,Market,+265(0)997030932,Patrick,2020-05-08,Covid-19,Johnson & Johnson,1,2020-05-18,2020-04-21,Indigenous,2020-04-26,Suspected,Family,2020-04-28,Yes,Second,Headache,HIV,Yes,Mr. Nathaniel Brooks,2020-05-18,2020-05-19,OP swab,Not Adequate,2020-05-19,PCR,Molecular Labs,Positive,2020-05-22,2020-05-22,2020-05-24,Dead,Confirmed
MOH2094455822,1013,MW-MW,POE,Elizabeth,+265(0)881852564,2020-12-11,Unexplained cluster,Norris,Lydia,1946-02-18,MW,NID,MW369974,MW-MG,Urban,Female,journalist,P.O.Box 24325 MW-MU,Hospital,+265(0)886783321,John,2020-12-04,None,N/A,0,2020-12-11,2020-11-16,International,2020-12-03,Confirmed,No,2020-11-17,Yes,Third,Fatigue,No,No,April Jones,2020-12-11,2020-12-12,OP swab,Not Adequate,2020-12-13,PCR,Mobile testing,Positive,2020-12-16,2020-12-16,2020-12-19,Lost,Lost
MOH7535292729,2808,MW-MG,OPD,Jocelyn,+265(0)882549097,2020-10-07,AEFI,Hendrix,Jeremy,1951-11-14,MW,Passport,MW329987,MW-TH,Urban,Male,student,P.O.Box 21142 MW-CR,Church,+265(0)992045028,Karen,2020-10-05,Covid-19,Johnson & Johnson,1,2020-10-07,2020-10-02,International,2020-09-26,No,Family,2020-09-24,N/A,N/A,Fever,Neurological Dz,No,Benjamin Jackson,2020-10-07,2020-10-08,Blood,Adequate,2020-10-09,PCR,Molecular Labs,Positive,2020-10-11,2020-10-11,2020-10-11,Lost,Lost
MOH2908333966,3315,MW-BL,POE,Katherine,+265(0)888077207,2020-04-28,Unexplained cluster,Schmidt,Michael,1939-02-18,ZM,Passport,ZM500159,MW-CR,Rural,Male,lawyer,P.O.Box 17115 MW-CR,Market,,Anthony,2020-04-19,Covid-19,AstraZeneca,2,2020-04-28,2020-04-15,Indigenous,2020-04-11,Confirmed,School,2020-04-09,N/A,N/A,Fever,Liver Dz,No,Nancy Martin,2020-04-28,2020-04-28,Blood,Not Adequate,2020-04-28,Antigen POC tests,Mobile testing,Positive,2020-04-28,2020-04-28,2020-04-28,Dead,Confirmed
MOH6842740169,201,MW-DO,POE,Michele,+265(0)994457021,2020-08-12,AEFI,Lee,Heather,1961-12-12,CF,Passport,CF912363,MW-MH,Rural,Female,journalist,P.O.Box 96469 MW-NS,Market,+265(0)883392378,Heather,2020-08-12,Covid-19,Johnson & Johnson,1,2020-08-12,2020-08-02,International,2020-08-09,No,Work place,2020-07-29,Yes,Second,Diarrhea,Neurological Dz,Yes,Carol Robbins,2020-08-12,2020-08-12,OP swab,Adequate,2020-08-15,Antigen POC tests,Mobile testing,Negative,2020-08-16,2020-08-16,2020-08-18,Alive,Lost
MOH4844156870,505,MW-MZ,POE,Jeremy,,2020-07-20,AEFI,Hudson,Melissa,1952-02-15,MZ,NID,MZ429411,MW-KS,Rural,Female,journalist,P.O.Box 18066 MW-MG,School,+265(0)997551160,Morgan,2020-07-11,None,N/A,0,2020-07-20,2020-06-25,Indigenous,2020-06-24,Confirmed,No,2020-07-01,Yes,Third,Fatigue,Neurological Dz,No,Steven Kim,2020-07-20,2020-07-21,Saliva,Not Adequate,2020-07-24,PCR,Molecular Labs,Positive,2020-07-24,2020-07-24,2020-07-26,Alive,Compatible
MOH7026507262,1735,MW-MZ,OPD,Mark,+265(0)992703604,2020-07-21,SARIs,Ellis,Michael,1988-06-30,GR,NID,GR636894,MW-CT,Rural,Male,technician,P.O.Box 70315 MW-NS,Church,+265(0)994242898,Julia,2020-07-11,Covid-19,Johnson & Johnson,1,2020-07-21,2020-07-09,International,2020-07-07,Confirmed,School,2020-06-26,N/A,N/A,Chest pain,TB,Yes,Shannon Sanchez,2020-07-21,2020-07-21,Saliva,Not Adequate,2020-07-24,Antigen POC tests,Mobile testing,Positive,2020-07-24,2020-07-24,2020-07-26,TO,Compatible
MOH2717196956,1603,MW-RU,IPD,Keith,+265(0)883242710,2020-12-28,AEFI,Schneider,Elizabeth,1983-12-21,NL,NID,NL621625,MW-MC,Urban,Female,farmer,P.O.Box 65504 MW-LI,School,+265(0)991435276,Jacob,2020-12-20,None,N/A,0,2020-12-28,2020-12-05,International,2020-12-06,Suspected,No,2020-12-02,Yes,Third,Shortness of Breath,Hypertension,Yes,Elizabeth Brown,2020-12-28,2020-12-29,NP swab,Not Adequate,2020-12-30,Antigen POC tests,Mobile testing,Negative,2021-01-02,2021-01-02,2021-01-02,Dead,Probable
MOH4327114484,601,MW-KS,IPD,Daniel,+265(0)992722481,2020-09-22,SARIs,Turner,Casey,1948-03-21,IN,Passport,IN541750,MW-BL,Urban,Female,teacher,P.O.Box 80325 MW-KS,School,+265(0)994269099,Marvin,2020-09-22,None,N/A,0,2020-09-22,2020-09-06,Indigenous,2020-09-08,No,No,2020-09-06,Yes,First,Muscle ache,DM,Yes,Tammy Vaughn,2020-09-22,2020-09-23,Blood,Adequate,2020-09-24,PCR,Molecular Labs,Positive,2020-09-24,2020-09-24,2020-09-27,Alive,Probable
MOH4089507981,3119,MW-DE,POE,Krista,+265(0)996750916,2020-08-11,SARS/MERS/COVID,Davis,James,1961-07-09,IT,Passport,IT109210,MW-SA,Rural,Male,technician,P.O.Box 40174 MW-MU,Market,+265(0)885003161,Rebecca,2020-08-01,Covid-19,Johnson & Johnson,1,2020-08-11,2020-07-29,International,2020-07-18,No,Hospital,2020-07-18,N/A,N/A,Fever,Asthma,No,Mr. Brian Gibson,2020-08-11,2020-08-11,Blood,Adequate,2020-08-11,Antigen POC tests,Molecular Labs,Positive,2020-08-14,2020-08-14,2020-08-16,Dead,Lost
MOH2540174157,205,MW-NE,POE,Mary,+265(0)882195450,2020-09-02,Unexplained cluster,Baker,Anthony,1931-04-30,NG,Passport,NG118133,MW-LI,Urban,Male,clerk,P.O.Box 94433 MW-LK,School,+265(0)995283153,Jerry,2020-08-27,Covid-19,Johnson & Johnson,1,2020-09-02,2020-08-09,International,2020-08-09,No,School,2020-08-23,N/A,N/A,Nausea,Mental,Yes,Erin Ryan,2020-09-02,2020-09-02,NP swab,Not Adequate,2020-09-04,Antigen POC tests,Mobile testing,Positive,2020-09-05,2020-09-05,2020-09-07,Dead,Confirmed
MOH1055103119,3121,MW-KS,POE,John,+265(0)997488612,2020-04-12,AEFI,Hodge,Lauren,1925-06-05,MZ,Passport,MZ110672,MW-LK,Urban,Female,accountant,P.O.Box 01011 MW-ZO,Hospital,+265(0)883775272,Jackie,2020-04-03,None,N/A,0,2020-04-12,2020-03-16,Indigenous,2020-03-23,No,Hospital,2020-04-03,Yes,Second,Abdominal pain,Neurological Dz,Yes,Donald Lewis,2020-04-12,2020-04-13,Blood,Not Adequate,2020-04-13,PCR,Mobile testing,Positive,2020-04-13,2020-04-13,2020-04-13,Alive,Lost
MOH9331290075,103,MW-BL,OPD,Kenneth,+265(0)996417482,2020-09-22,SARIs,Gonzalez,Jennifer,1985-01-22,BE,NID,BE791861,MW-RU,Rural,Female,nurse,P.O.Box 88536 MW-RU,Market,+265(0)888493137,Kayla,2020-09-21,Covid-19,AstraZeneca,2,2020-09-22,2020-09-21,Indigenous,2020-09-11,Confirmed,Family,2020-09-20,Yes,First,Muscle ache,Hypertension,No,Stacey Ross,2020-09-22,2020-09-22,Saliva,Not Adequate,2020-09-23,Antigen POC tests,Molecular Labs,Positive,2020-09-26,2020-09-26,2020-09-28,Lost,Lost
MOH4789067859,515,MW-NI,POE,Cathy,,2020-04-11,Unexplained cluster,Brown,Timothy,1926-03-07,CA,NID,CA189355,MW-CK,Rural,Male,doctor,P.O.Box 93870 MW-CR,Hospital,+265(0)882911201,Catherine,2020-04-05,None,N/A,0,2020-04-11,2020-03-23,Indigenous,2020-03-29,No,School,2020-03-25,N/A,N/A,Diarrhea,Liver Dz,No,Kiara Hernandez,2020-04-11,2020-04-11,NP swab,Not Adequate,2020-04-14,Antigen POC tests,Mobile testing,Positive,2020-04-14,2020-04-14,2020-04-14,Alive,Lost
MOH7367323080,1607,MW-CT,IPD,Bryan,+265(0)889813012,2020-04-20,Unexplained cluster,Williams,Donald,1993-01-30,ZA,NID,ZA363102,MW-TH,Urban,Male,technician,P.O.Box 21157 MW-TH,Market,,Anne,2020-04-18,Covid-19,Johnson & Johnson,1,2020-04-20,2020-04-10,International,2020-04-15,No,School,2020-04-18,N/A,N/A,Cough,DM,No,Eric Potter,2020-04-20,2020-04-20,NP swab,Adequate,2020-04-20,Antigen POC tests,Mobile testing,Negative,2020-04-23,2020-04-23,2020-04-25,TO,Compatible
MOH3209669839,315,MW-NI,IPD,Daniel,+265(0)886827073,2020-05-03,SARS/MERS/COVID,Sanchez,Autumn,1941-03-17,AU,Passport,AU819968,MW-CK,Rural,Female,doctor,P.O.Box 22940 MW-CK,Church,+265(0)996212690,James,2020-05-01,Covid-19,Johnson & Johnson,1,2020-05-03,2020-04-24,International,2020-04-18,Suspected,School,2020-04-25,Yes,Third,Bleeding,Liver Dz,Yes,Natalie Lawrence,2020-05-03,2020-05-04,Saliva,Not Adequate,2020-05-07,PCR,Molecular Labs,Negative,2020-05-09,2020-05-09,2020-05-09,Lost,Lost
MOH6888142661,1827,MW-NB,OPD,Brian,,2020-08-14,AEFI,Smith,Jeffrey,1946-04-23,IN,NID,IN742599,MW-CR,Urban,Male,journalist,P.O.Box 16070 MW-NE,Market,+265(0)997940444,Angela,2020-08-13,Covid-19,Johnson & Johnson,1,2020-08-14,2020-08-11,Indigenous,2020-08-06,Confirmed,Hospital,2020-08-01,N/A,N/A,Fever,Asthma,Yes,Heather Carter,2020-08-14,2020-08-15,Blood,Adequate,2020-08-15,PCR,Molecular Labs,Positive,2020-08-18,2020-08-18,2020-08-18,TO,Compatible
MOH9388303874,107,MW-SA,POE,Tanya,,2020-09-01,SARIs,Hutchinson,Alison,1955-07-07,ZA,NID,ZA644302,MW-NK,Urban,Female,lecturer,P.O.Box 05687 MW-MW,School,+265(0)999795062,Timothy,2020-08-23,None,N/A,0,2020-09-01,2020-08-11,International,2020-08-23,Confirmed,School,2020-08-20,Yes,Second,Muscle ache,Stroke,Yes,Amber Brown,2020-09-01,2020-09-01,NP swab,Adequate,2020-09-04,Antigen POC tests,Mobile testing,Positive,2020-09-06,2020-09-06,2020-09-09,TO,Lost
MOH2420049027,2706,MW-DE,IPD,Deborah,+265(0)885850420,2020-09-24,SARS/MERS/COVID,Williams,Kimberly,1982-03-27,EG,Passport,EG413719,MW-CK,Urban,Female,lecturer,P.O.Box 40487 MW-NI,School,+265(0)993990279,Alicia,2020-09-15,None,N/A,0,2020-09-24,2020-09-08,International,2020-09-05,Confirmed,Work place,2020-09-08,No,N/A,Chest pain,TB,Yes,Jessica Bartlett,2020-09-24,2020-09-24,Blood,Not Adequate,2020-09-26,PCR,Mobile testing,Negative,2020-09-29,2020-09-29,2020-10-01,Dead,Compatible
MOH8868247193,1113,MW-BA,IPD,Jose,+265(0)888812828,2020-06-23,SARIs,Garcia,Eric,1953-11-05,JP,NID,JP727204,MW-NB,Rural,Male,banker,P.O.Box 96781 MW-NB,School,+265(0)992796198,Amber,2020-06-20,None,N/A,0,2020-06-23,2020-06-14,Indigenous,2020-06-01,No,School,2020-06-13,N/A,N/A,Fatigue,Asthma,Yes,John Adams,2020-06-23,2020-06-23,OP swab,Not Adequate,2020-06-25,Antigen POC tests,Mobile testing,Positive,2020-06-27,2020-06-27,2020-06-29,Alive,Compatible
MOH9033426484,2718,MW-MU,OPD,Mitchell,,2020-12-16,Unexplained cluster,Kelly,Elijah,1962-07-25,CA,Passport,CA482542,MW-DE,Urban,Male,banker,P.O.Box 66167 MW-MZ,School,+265(0)883065765,Kathleen,2020-12-11,Covid-19,AstraZeneca,2,2020-12-16,2020-11-30,Indigenous,2020-12-09,Suspected,School,2020-11-25,N/A,N/A,Abdominal pain,HIV,Yes,Andre Gray,2020-12-16,2020-12-16,Saliva,Adequate,2020-12-17,PCR,Molecular Labs,Positive,2020-12-19,2020-12-19,2020-12-20,TO,Confirmed
MOH4158437822,1519,MW-TH,OPD,Lisa,+265(0)994100262,2020-12-30,AEFI,Lowery,Christopher,1984-03-09,NL,NID,NL613772,MW-PH,Urban,Male,lecturer,P.O.Box 09878 MW-KS,Hospital,,Nicholas,2020-12-26,None,N/A,0,2020-12-30,2020-12-25,Indigenous,2020-12-11,Confirmed,No,2020-12-09,N/A,N/A,Shortness of Breath,Stroke,No,Christopher Phillips,2020-12-30,2020-12-30,Blood,Adequate,2020-12-30,PCR,Mobile testing,Negative,2021-01-02,2021-01-02,2021-01-04,Lost,Confirmed
MOH7736469553,2801,MW-DE,OPD,Brian,,2020-10-18,Unexplained cluster,Kennedy,Tommy,1973-10-07,KW,Passport,KW787076,MW-LK,Rural,Male,doctor,P.O.Box 41506 MW-KR,Market,+265(0)994539253,Brandon,2020-10-15,None,N/A,0,2020-10-18,2020-10-05,International,2020-10-06,Confirmed,Family,2020-10-03,N/A,N/A,Diarrhea,Cardiovascular Dz,Yes,Richard Ward,2020-10-18,2020-10-18,NP swab,Adequate,2020-10-20,Antigen POC tests,Mobile testing,Negative,2020-10-21,2020-10-21,2020-10-22,Lost,Compatible
